original_text,processed_text,sentiment,confidence
a moment of loud uncontrollable screaming,a moment of loud uncontrollable screaming,NEGATIVE,0.9965847730636597
Thats me! So happy!!❤❤❤❤❤,thats me so happyred heartred heartred heartred heartred heart,POSITIVE,0.9998076558113098
Meeeee!!! Happy sweet dream to all girlies ❤,meeeee happy sweet dream to all girlies red heart,POSITIVE,0.9998399019241333
Right here,right here,POSITIVE,0.9993453621864319
"Can confirm, ive died of happiness. Please play this song and the one from the bdsm update at my funeral.",can confirm ive died of happiness please play this song and the one from the bdsm update at my funeral,NEGATIVE,0.9900654554367065
@lightningangel45 BDSM UPDATE ?! YOU MEAN CATCH 22 ?! LMFAOOO😭😭😭,bdsm update you mean catch 22 lmfaoooloudly crying faceloudly crying faceloudly crying face,NEGATIVE,0.9972568154335022
SYLUS IS JOHN WICK 💖💖💖💖💖,sylus is john wick sparkling heartsparkling heartsparkling heartsparkling heartsparkling heart,POSITIVE,0.9998542070388794
OMGGGGGGGG POR FIN UNA ACTUALIZACION DE LA HISTORIA PRINCIPAL,omgggggggg por fin una actualizacion de la historia principal,NEGATIVE,0.9564294219017029
OMG AN UPDATE!,omg an update,NEGATIVE,0.9867830276489258
"BOTH ARE BEING SO BADASS RIGHT NOW NO WAY 

I'LL TAKE YOUR WHOLE STOCK",both are being so badass right now no way ill take your whole stock,NEGATIVE,0.9941726326942444
finna eat good wit my bbg sylus 🫡,finna eat good wit my bbg sylus saluting face,POSITIVE,0.9858691692352295
STORY UPDATE!! LETS GOOOO!!! ❤❤,story update lets goooo red heartred heart,POSITIVE,0.9934743046760559
Absolute cinema..!!,absolute cinema,POSITIVE,0.9990990161895752
A STORY UPDATE?? FINALLY!!!,a story update finally,POSITIVE,0.9732764959335327
VAMOS LOCOOOO SE FESTEJA EN EL OBELISCO. HAY MAIN STORY UPDATE CON LOS DOS TITANEEEEEESSSSS,vamos locoooo se festeja en el obelisco hay main story update con los dos titaneeeeeesssss,NEGATIVE,0.9729285836219788
Two of my top three. IM SO EXCITED OMG,two of my top three im so excited omg,POSITIVE,0.9992883801460266
😯😯uhhh i am shaking XD this looks sooooo good 🥰🥰🥰,hushed facehushed faceuhhh i am shaking xd this looks sooooo good smiling face with heartssmiling face with heartssmiling face with hearts,POSITIVE,0.9992491602897644
Story updateeeeeee ❤  gorgeous ❤,story updateeeeeee red heart gorgeous red heart,POSITIVE,0.9997661709785461
MAIN STORY? A MAIN STORY????!!?? 😱,main story a main story face screaming in fear,NEGATIVE,0.9973495006561279
NO WAYYY,no wayyy,NEGATIVE,0.989973783493042
LETS FREAKING GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,lets freaking gooooooooooooooooooooooooooooooooooooooooooo,NEGATIVE,0.854536771774292
ZAYNE WITH A GUN??? SYLUS IN A CAR????? AND ITS A MAIN STORY UPDATE???? IVE JUST DIED—,zayne with a gun sylus in a car and its a main story update ive just died,NEGATIVE,0.9993467926979065
WHAT IS THIS BRO IM SURPRISED,what is this bro im surprised,POSITIVE,0.9988561868667603
my men sylus and zayne are bout to break some dishes and i'm here for it,my men sylus and zayne are bout to break some dishes and im here for it,POSITIVE,0.9972808361053467
"HELLO?? THIS IS AMAZING?? AND THEY HAVE MATCHING OUTFITS?? SNOWCROW SUPREMACY (pls this is a joke, I love it still)",hello this is amazing and they have matching outfits snowcrow supremacy pls this is a joke i love it still,POSITIVE,0.9996155500411987
Oh my gosh I’m so excited for this I can’t wait 😮😮😮😮😆😆😆🖤🖤🖤🖤🔥🔥🔥🔥🔥,oh my gosh im so excited for this i cant wait face with open mouthface with open mouthface with open mouthface with open mouthgrinning squinting facegrinning squinting facegrinning squinting faceblack heartblack heartblack heartblack heartfirefirefirefirefire,NEGATIVE,0.9377641677856445
FINALLY THANK YOU 😭,finally thank you loudly crying face,POSITIVE,0.9828360676765442
Oooooh!!! I'm excited!!!,oooooh im excited,POSITIVE,0.9995661377906799
GOSHHHHHHHHHHHHHHHHHHHH!!!! Nooo... Sylus and Zayne!!!,goshhhhhhhhhhhhhhhhhhhh nooo sylus and zayne,NEGATIVE,0.9815284013748169
nooooo!! que es esta obra maestraaa!!! 😍,nooooo que es esta obra maestraaa smiling face with hearteyes,POSITIVE,0.9938940405845642
MY HUSBANDS ❤❤❤🥰,my husbands red heartred heartred heartsmiling face with hearts,POSITIVE,0.9998264908790588
MAIN STORY UPDATE!! LETS GOOO i was just saying i wanted main story so badd sobbign,main story update lets gooo i was just saying i wanted main story so badd sobbign,NEGATIVE,0.9996106028556824
IS THIS REAL LIFE?!?!,is this real life,POSITIVE,0.9998522996902466
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,NEGATIVE,0.9945204854011536
JESUS MARIA Y JOSÉ WE'VE BEEN BLESSED WITH DOUBLE DADDIES,jesus maria y josé weve been blessed with double daddies,POSITIVE,0.9994713664054871
First time zayne wear gun,first time zayne wear gun,POSITIVE,0.8429850339889526
"Oh, we finally have some main story content! Even though it doesn't include Caleb, who is my main character, I'm excited! I really hope they keep updating the main story more frequently, The events are great, but so is the main story. There's so much I want to know. Btw, why is Zayne injecting the MC with something while she's tied up? I never thought I'd see him with a gun haha, and Sylus, wow, he looks really cool when he uses his Boss aura. I love the animations and cinematics, they've improved a lot!",oh we finally have some main story content even though it doesnt include caleb who is my main character im excited i really hope they keep updating the main story more frequently the events are great but so is the main story theres so much i want to know btw why is zayne injecting the mc with something while shes tied up i never thought id see him with a gun haha and sylus wow he looks really cool when he uses his boss aura i love the animations and cinematics theyve improved a lot,POSITIVE,0.9992091059684753
OH MY GODDD AT THE SAME DAMN TIME,oh my goddd at the same damn time,NEGATIVE,0.9918161034584045
THANK YOU THANK YOU THANK YOU,thank you thank you thank you,POSITIVE,0.9998476505279541
Zayne with a gun I LITERALLY SCREAMED,zayne with a gun i literally screamed,NEGATIVE,0.9811434745788574
SYLUS AND ZAYNE??? BOTH?? MY TWO MAIN BOYS?? IM NOT SURVIVING THIS UPDATE OMG,sylus and zayne both my two main boys im not surviving this update omg,NEGATIVE,0.9997100234031677
I wouldn’t mind going to hell with sylus,i wouldnt mind going to hell with sylus,NEGATIVE,0.942237138748169
THERE'S MY MANNNNN SYLUSSSS,theres my mannnnn sylussss,NEGATIVE,0.9851006865501404
Please let that Zayne be Dawnbreaker posessing him 🙏,please let that zayne be dawnbreaker posessing him folded hands,NEGATIVE,0.9741543531417847
"OMG!!! What is this?! Sylus and zayne update together, i'm so exited for this❤️‍🔥❤️‍🔥❤️‍🔥",omg what is this sylus and zayne update together im so exited for thisheart on fireheart on fireheart on fire,NEGATIVE,0.9951609969139099
For the first time zayne was dressed like a big bad boy😻😻😻,for the first time zayne was dressed like a big bad boysmiling cat with hearteyessmiling cat with hearteyessmiling cat with hearteyes,NEGATIVE,0.7956792712211609
Same but it makes me even more excited for the other boys content too!!Zayne and Sylus look so badass.,same but it makes me even more excited for the other boys content toozayne and sylus look so badass,POSITIVE,0.9913798570632935
AT THE SAME DAMN TIME??OMFG,at the same damn timeomfg,NEGATIVE,0.9957597851753235
Omg my two mains!!!!,omg my two mains,NEGATIVE,0.9797924757003784
"Omg, I didn’t expect this AAAAA",omg i didnt expect this aaaaa,NEGATIVE,0.9625402688980103
Sylus: “guns. I need guns. Lots of guns.”,sylus guns i need guns lots of guns,NEGATIVE,0.9887555241584778
Who else thought these were new memories and got scared for their wallet 🥲,who else thought these were new memories and got scared for their wallet smiling face with tear,NEGATIVE,0.9742490649223328
Woooow,woooow,POSITIVE,0.9561598896980286
Now it's reminding me of mr love even more,now its reminding me of mr love even more,POSITIVE,0.9989842772483826
"It'd be even more insane if Sylus and Zayne actually got to MEET in this one. They won't, but still, I can't wait to play through the chapters and see all the edits for this! Hopefully we get more lore about MC and Sylus' past in the current timeline also, and maybe more about Zayne's Dawnbreaker dreams 💙❄",itd be even more insane if sylus and zayne actually got to meet in this one they wont but still i cant wait to play through the chapters and see all the edits for this hopefully we get more lore about mc and sylus past in the current timeline also and maybe more about zaynes dawnbreaker dreams blue heartsnowflake,POSITIVE,0.9235692620277405
OH MY GHADDDD CAR RIDER SYLUS EKCNKANCIAND THANK YOU FOR LISTENING TO US INFOLD!! 🥰🥰,oh my ghadddd car rider sylus ekcnkanciand thank you for listening to us infold smiling face with heartssmiling face with hearts,POSITIVE,0.99924635887146
My mains at the same time??? Infold you didn't have to bankrupt me like this sobs,my mains at the same time infold you didnt have to bankrupt me like this sobs,NEGATIVE,0.8947920203208923
finally new main story and they dropped it hot with sylus and zayne shooting guns 🔥🔥🔥,finally new main story and they dropped it hot with sylus and zayne shooting guns firefirefire,POSITIVE,0.9920328259468079
"YUMMY SYLUS, I'M GETTING FEED TONIGHT 🫦🫦🫦",yummy sylus im getting feed tonight biting lipbiting lipbiting lip,NEGATIVE,0.9870675206184387
Se me borro la sonrisa 😦,se me borro la sonrisa frowning face with open mouth,NEGATIVE,0.7103519439697266
Sylus my love! OMG!!! the new story looks so exciting! I'm screaming!!! 💖💖💖,sylus my love omg the new story looks so exciting im screaming sparkling heartsparkling heartsparkling heart,POSITIVE,0.9997361302375793
"Me :Okay, action movie...Why does Zayne have a gun?...Wait, it's Dawnbreaker. Cool car.
...
...
Actual flailing and practically falling out of my chair because ZAYNE FINALLY GOT A LEATHER JACKET LIKE I WANTED!!!!!!
(Okay, I'm vegg and don't wear leather but ""Zayne needs a pleather jacket"" doesn't get across the reality. And for free?! I am deceased. Once again, thank you Infold!! )

This looks like it makes no sense now, but I'm sure it will after the update. Even better, it's my two husbando's!!!!! screaming Edit Aaaannd it's a main story update sooner than expected!! Edit: Not a fan of guns generally, but at least they're using it on portals this time and LADS has never shown blood, so that's something.",me okay action moviewhy does zayne have a gunwait its dawnbreaker cool car actual flailing and practically falling out of my chair because zayne finally got a leather jacket like i wanted okay im vegg and dont wear leather but zayne needs a pleather jacket doesnt get across the reality and for free i am deceased once again thank you infold this looks like it makes no sense now but im sure it will after the update even better its my two husbandos screaming edit aaaannd its a main story update sooner than expected edit not a fan of guns generally but at least theyre using it on portals this time and lads has never shown blood so thats something,NEGATIVE,0.9798594117164612
Wow yehh,wow yehh,POSITIVE,0.9994305968284607
Holycrap coldblooded dawnbreaker in action!!! JAW. DROPPED.,holycrap coldblooded dawnbreaker in action jaw dropped,NEGATIVE,0.9601845145225525
THANK YOU INFOLD GAH BLESS main story is finally moving,thank you infold gah bless main story is finally moving,POSITIVE,0.9997649788856506
SNOWCROW GIRLIES ARISEEE!!,snowcrow girlies ariseee,NEGATIVE,0.9561603665351868
WOAH WHAAAT????,woah whaaat,NEGATIVE,0.9948760867118835
"Wait minute! wait minute! they both not going appear at same time in cutscenes right? With us I mean?

 it's going to be two different part right? Like other main story? 

 Please tell me, cuz  I don't update it yet, it's okay to spoiler btw. I just can't hold on Myself if in middle cutscenes where my MC who fight the enemy along with Sylus during story then suddenly Zayne pop out from nowhere and interact with Sylus too😫",wait minute wait minute they both not going appear at same time in cutscenes right with us i mean its going to be two different part right like other main story please tell me cuz i dont update it yet its okay to spoiler btw i just cant hold on myself if in middle cutscenes where my mc who fight the enemy along with sylus during story then suddenly zayne pop out from nowhere and interact with sylus tootired face,NEGATIVE,0.9309309720993042
" @nevlc7015  LIGHT SPOILER warning for others in that case:
.
.
.
.
.
.
.
I finished the new story. Not to worry, Zayne and Sylus don't interact or see each other at all. MC sees them separately and it transitions from Sylus' branch to Zayne's 🙃 it was just wishful thinking on my part, haha.

Edit: I won't spoil anything plot wise since it's totally worth playing it through when you can!",light spoiler warning for others in that case i finished the new story not to worry zayne and sylus dont interact or see each other at all mc sees them separately and it transitions from sylus branch to zaynes upsidedown face it was just wishful thinking on my part haha edit i wont spoil anything plot wise since its totally worth playing it through when you can,NEGATIVE,0.9845786094665527
"​@WENZDAZE_EDITS fr? Ah thank God, I didn't worry about got heart attack, just seeing Sylus is already send me fly(honestly he is totally  my type if it came to fiction male character:handsome,cold,smug more importantly he really have red flag vibe)",edits fr ah thank god i didnt worry about got heart attack just seeing sylus is already send me flyhonestly he is totally my type if it came to fiction male characterhandsomecoldsmug more importantly he really have red flag vibe,POSITIVE,0.9903815388679504
​@WENZDAZE_EDITS thanks for info btw,edits thanks for info btw,POSITIVE,0.9871348738670349
Infold heard our prayers🤩,infold heard our prayersstarstruck,NEGATIVE,0.7580779194831848
My two husband!,my two husband,POSITIVE,0.9917859435081482
What in SNOWCROW fine shyt is this!!!,what in snowcrow fine shyt is this,NEGATIVE,0.9470581412315369
SYLUS THE MAN YOU ARE HOLY SHIT,sylus the man you are holy shit,NEGATIVE,0.9470348358154297
MASSS ASTAGAHHHH,masss astagahhhh,NEGATIVE,0.9782329797744751
"Yikes, probably another huge update again. This time, I'm probably gonna say goodbye to the game permanently and I've been playing since day 1 💔",yikes probably another huge update again this time im probably gonna say goodbye to the game permanently and ive been playing since day 1 broken heart,POSITIVE,0.9275152087211609
"SYLUS DRIVING WITH ONE HAND, SHOOTING THE ENEMIES, AND USING HIS EVOL TO TP TO THE ENEMY THIS IS SO HOT 🥵🥵🥵",sylus driving with one hand shooting the enemies and using his evol to tp to the enemy this is so hot hot facehot facehot face,NEGATIVE,0.9864161014556885
Lo sabiaaaaa lpm,lo sabiaaaaa lpm,NEGATIVE,0.9858104586601257
"Zayne holding a gun is badass,I won't sugar coat it! Finally an update! I just love when they go crazy with the cinematography",zayne holding a gun is badassi wont sugar coat it finally an update i just love when they go crazy with the cinematography,POSITIVE,0.9983119964599609
OMG OMG WHAT DAFAQ. MAIN STORY!!,omg omg what dafaq main story,NEGATIVE,0.9954321384429932
🔥 SNOWCROW 🔥,fire snowcrow fire,NEGATIVE,0.9461395144462585
"HAAAAHHHH????? 
Let me go PG, stop dragging me back in 😭😭😭",haaaahhhh let me go pg stop dragging me back in loudly crying faceloudly crying faceloudly crying face,NEGATIVE,0.992581844329834
My dear Sylus ❤❤,my dear sylus red heartred heart,POSITIVE,0.998654842376709
Oh my gosh what's this aaaaaa i'm in class can't even watch properly 😭😭😭,oh my gosh whats this aaaaaa im in class cant even watch properly loudly crying faceloudly crying faceloudly crying face,NEGATIVE,0.9979850053787231
AT THE SAME DAMN TIMEEE,at the same damn timeee,NEGATIVE,0.9822678565979004
SYLUS THE MAN THAT YOU ARE,sylus the man that you are,POSITIVE,0.994712769985199
I AM SO EXCITED FINALLY MAIN UPDATEEEE! YAY 1000 DIAMONDS and FREE OUTFITS TOO!!! WOW THANK YOU INFOLD!!! O_O<3  THEY BOTH LOOK SO BADASS JAMES BOND DADDIES!!! I NEED THOSE OUTFITS SO HOTTTTT <3<3<3<3,i am so excited finally main updateeee yay 1000 diamonds and free outfits too wow thank you infold o o3 they both look so badass james bond daddies i need those outfits so hottttt 3333,NEGATIVE,0.8830593228340149
Ahhhhhhh~ My two main handsome men~❤ ❤❤❤❤,ahhhhhhh my two main handsome menred heart red heartred heartred heartred heart,POSITIVE,0.9971237778663635
HELLO???? MY TWO MAINS????,hello my two mains,POSITIVE,0.9992984533309937
NEW SYLUS STORY BRANCH AND ZAYNE WITH A GUN?! I DON’T EVEN NEED REAL LIFE ANYMORE. 💀,new sylus story branch and zayne with a gun i dont even need real life anymore skull,NEGATIVE,0.9865013957023621
OMG!!! IT LOOKS LIKE FAST AND FURIOUS!!! ❤❤❤,omg it looks like fast and furious red heartred heartred heart,POSITIVE,0.9958075284957886
OH MY GOD,oh my god,POSITIVE,0.5875403881072998
THIS IS MY GTA6 😍😌,this is my gta6 smiling face with hearteyesrelieved face,NEGATIVE,0.8062819242477417
LADS MAIN STORY UPDATE BEFORE GTA6!!!,lads main story update before gta6,NEGATIVE,0.8005056977272034
"😭😭😭 this is going to be crazy awesome❤❤❤
Seeing Sylus and Zayne both in action was thrilling🤧🤧
my poor wallet tho hahahaha",loudly crying faceloudly crying faceloudly crying face this is going to be crazy awesomered heartred heartred heart seeing sylus and zayne both in action was thrillingsneezing facesneezing face my poor wallet tho hahahaha,POSITIVE,0.8410420417785645
AAAAAAA!!!!! ❤❤❤,aaaaaaa red heartred heartred heart,POSITIVE,0.991979718208313
YO WE'RE GETTING FINAL FANTASY LEVEL CUTSCENES 🙌 🔥,yo were getting final fantasy level cutscenes raising hands fire,NEGATIVE,0.8661051988601685
ZAYNE NOT MESSING AROUND THIS TIME!! 😩😩😩,zayne not messing around this time weary faceweary faceweary face,NEGATIVE,0.9571114182472229
MAIN STORY UPDATE YES,main story update yes,POSITIVE,0.9996433258056641
ZAYNE AND SYLUS???? BETTER BE EXTRA MAYONNAISE ON THIS SANDWICH YOU'VE GIVEN US,zayne and sylus better be extra mayonnaise on this sandwich youve given us,NEGATIVE,0.9751116037368774
AN ACTION UPDATE ????? GIMME ALL OF ITTTTT,an action update gimme all of ittttt,NEGATIVE,0.6395310759544373
Sylus and zayneeeee??? Looks to my wallet,sylus and zayneeeee looks to my wallet,NEGATIVE,0.9913920164108276
AAAAAA CAN'T WAITTTT,aaaaaa cant waitttt,NEGATIVE,0.9922747015953064
Sylussss❤❤❤❤❤❤❤,sylussssred heartred heartred heartred heartred heartred heartred heart,POSITIVE,0.9857690930366516
Nadie esta hablando lo suficiente sobre que ese es Zayne Dawnbreak,nadie esta hablando lo suficiente sobre que ese es zayne dawnbreak,NEGATIVE,0.9733586311340332
OMG SYLUS AND ZAYNE?!?!!!? LETS GO❤❤❤❤❤❤❤❤,omg sylus and zayne lets gored heartred heartred heartred heartred heartred heartred heartred heart,POSITIVE,0.990282416343689
Imagine in this story somone wears under control outfit in this story so that it makes it even more cool,imagine in this story somone wears under control outfit in this story so that it makes it even more cool,POSITIVE,0.9958701729774475
This is everything i ever wanted! 🎉❤,this is everything i ever wanted party popperred heart,POSITIVE,0.9988538026809692
MY TWO MEN ARE ON THE SAME UPDATE!!!! PLS TELL ME INFOLD HAS FREE 5* GIVEAWAY CARD!!!! I'M GREEDY AND I KNOW IT!!!! (^^^),my two men are on the same update pls tell me infold has free 5 giveaway card im greedy and i know it,NEGATIVE,0.9911448359489441
2 daddy😮,2 daddyface with open mouth,POSITIVE,0.9892774820327759
Two daddies in one frame,two daddies in one frame,NEGATIVE,0.5925562381744385
IT CONTINUES!!~,it continues,POSITIVE,0.9990078806877136
AND THEY SAID THIS WAS A DATING GAME??🧍🏻‍♀️,and they said this was a dating gamewoman standing light skin tone,POSITIVE,0.8818429708480835
"Oh wow, this looks really good",oh wow this looks really good,POSITIVE,0.9998593330383301
SYLUST AND ZADDY!?!? Are you serious???,sylust and zaddy are you serious,POSITIVE,0.9994640946388245
"I LOVE when we get story updates, it’s what I like most about the game!",i love when we get story updates its what i like most about the game,POSITIVE,0.9998393058776855
"Main story updates in pairs?! Could be some new pattern? Now we NEED the 6th LI to keep it balanced! 

And will the LIs ever interact?? Am I the only one who wants this? 😖",main story updates in pairs could be some new pattern now we need the 6th li to keep it balanced and will the lis ever interact am i the only one who wants this confounded face,NEGATIVE,0.9953950047492981
WHAT THE FFUUUUCKKK,what the ffuuuuckkk,NEGATIVE,0.9871472120285034
How mt** handsomeeeeee omggggggg I can't 🫦,how mt handsomeeeeee omggggggg i cant biting lip,NEGATIVE,0.982090413570404
I was about to cry thinking that I have to spend diamonds again😭 but OMG THIS IS CRAZY,i was about to cry thinking that i have to spend diamonds againloudly crying face but omg this is crazy,NEGATIVE,0.991517186164856
OH MY GODDD!!!! AHHHH!!!!,oh my goddd ahhhh,NEGATIVE,0.9849914908409119
OMGGGG,omgggg,NEGATIVE,0.9797434210777283
"Yo, the quality getting better... thanks whaler,",yo the quality getting better thanks whaler,POSITIVE,0.9991576671600342
OMG MY BOYS !!!!!!!!!,omg my boys,POSITIVE,0.8231537342071533
AHHHHHHHH,ahhhhhhhh,NEGATIVE,0.9814303517341614
OMG ZAYNEEEEEEEEEE 🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵,omg zayneeeeeeeeee light blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heartlight blue heart,POSITIVE,0.9945435523986816
Are we going John Wick this episode?!,are we going john wick this episode,NEGATIVE,0.9881126284599304
Finally!!!! 🎉 sylus and zayne omg,finally party popper sylus and zayne omg,NEGATIVE,0.5219661593437195
zayne/sylus girlies winning,zaynesylus girlies winning,POSITIVE,0.9996519088745117
Damn best decision to reread the main story ever!,damn best decision to reread the main story ever,POSITIVE,0.8760218024253845
ZAYNE WITH A GUNN😍😍,zayne with a gunnsmiling face with hearteyessmiling face with hearteyes,POSITIVE,0.9187405109405518
Same! I want to see NMl!,same i want to see nml,POSITIVE,0.9958290457725525
"Zayne with a gun..... Zayne with a fucking- I'M SAT, GIRLIES!!!",zayne with a gun zayne with a fucking im sat girlies,NEGATIVE,0.9931291937828064
WHATTT!!!!!!!,whattt,NEGATIVE,0.7028423547744751
GO SNOWCROW!!!!,go snowcrow,POSITIVE,0.9916672110557556
OMG TWO OF MY FAVORITE GUYS ON THE SAME UPDATE 😵😵😵😵😵,omg two of my favorite guys on the same update face with crossedout eyesface with crossedout eyesface with crossedout eyesface with crossedout eyesface with crossedout eyes,NEGATIVE,0.9876498579978943
Zayneeee(。・ω・。)❤,zayneeeeωred heart,POSITIVE,0.9443495273590088
Omg! I was waiting for so long for the main story update!!!  ❤,omg i was waiting for so long for the main story update red heart,NEGATIVE,0.9980935454368591
OMGGGGGGG,omggggggg,NEGATIVE,0.9913976192474365
"SYLUS AND ZAYNE?!?!
Both my loves. oh life is sooo worth living 
🥰🥰",sylus and zayne both my loves oh life is sooo worth living smiling face with heartssmiling face with hearts,POSITIVE,0.9998396635055542
Waiting for these two more than anything,waiting for these two more than anything,POSITIVE,0.8241676092147827
The way these two men have me feeling is concerning to feminism…,the way these two men have me feeling is concerning to feminism,POSITIVE,0.974157452583313
FUDGEEE. Both of them! THIS WAS SO BADASS! 🔥,fudgeee both of them this was so badass fire,NEGATIVE,0.9994812607765198
Omg my husband's 💋😎,omg my husbands kiss marksmiling face with sunglasses,POSITIVE,0.9669181704521179
Crying screaming throwing up,crying screaming throwing up,NEGATIVE,0.9990584254264832
Finally a main story update! I'm so happy! The outfits look cool too. And I'm surprised Zayne looks so badass. 😮❤🤩,finally a main story update im so happy the outfits look cool too and im surprised zayne looks so badass face with open mouthred heartstarstruck,POSITIVE,0.9973300695419312
"Sylus, giving fast & furious vibes and Zayne giving 007 is the gift that keeps on giving. I can't wait for this main story update.",sylus giving fast furious vibes and zayne giving 007 is the gift that keeps on giving i cant wait for this main story update,POSITIVE,0.9983892440795898
You're killing me smalls!!!,youre killing me smalls,NEGATIVE,0.9989691972732544
I'd love to see Love and Deepspace animated in episodes as a series or in movies in the future. I'm sure it will be amazing.,id love to see love and deepspace animated in episodes as a series or in movies in the future im sure it will be amazing,POSITIVE,0.9998237490653992
OHMYGOD OMG HI BSISBSISBDSI YESSSSSSS THIS IS TOO SHOCKING FOR ME😭🙏🙏🙏🙏🙏,ohmygod omg hi bsisbsisbdsi yesssssss this is too shocking for meloudly crying facefolded handsfolded handsfolded handsfolded handsfolded hands,NEGATIVE,0.996826171875
THIS IS WHAT WE WANTED!!!THIS!!!!!!!!! WE GOT WHAT WE WANTED INDEED!!!!!!!! FINALLY!!!!!! YOU LISTENED!!!! THANK YOU!!!!,this is what we wantedthis we got what we wanted indeed finally you listened thank you,POSITIVE,0.9993293285369873
IM SO READY!!!!,im so ready,POSITIVE,0.9994694590568542
the easiest zayne and sylus cosplays ever are now possible. : ),the easiest zayne and sylus cosplays ever are now possible,NEGATIVE,0.9834136366844177
"Wait, is that Dawnbreaker???",wait is that dawnbreaker,NEGATIVE,0.9953870177268982
dangg the quality is like of an action movie,dangg the quality is like of an action movie,NEGATIVE,0.9585370421409607
My 2 man ❤❤,my 2 man red heartred heart,POSITIVE,0.9985180497169495
"My god, I haven’t been this excited since Sylus’s myth trailer. These chapters look so GOOD 😩",my god i havent been this excited since syluss myth trailer these chapters look so good weary face,NEGATIVE,0.9706454277038574
0:11 MC is finally speak! 🎉,011 mc is finally speak party popper,POSITIVE,0.6858456134796143
"I find myself dazed... On my knees... My heart feels like it's going to come out of my chest... My god, I think I'm going to faint...",i find myself dazed on my knees my heart feels like its going to come out of my chest my god i think im going to faint,NEGATIVE,0.9967890977859497
IM READY AHHHHHH 😭,im ready ahhhhhh loudly crying face,NEGATIVE,0.9937876462936401
Im a caleb and rafayel girlie but zayne and sylus lowkey convincing me to pull for their cards 🤭🤭,im a caleb and rafayel girlie but zayne and sylus lowkey convincing me to pull for their cards face with hand over mouthface with hand over mouth,POSITIVE,0.9502279758453369
😮,face with open mouth,POSITIVE,0.9974009990692139
ohhhhhhhhhhhh my god,ohhhhhhhhhhhh my god,NEGATIVE,0.9797722101211548
SYLUS OMG.OMG OMGGGGGGG,sylus omgomg omggggggg,NEGATIVE,0.9931061863899231
What? Zayne!!!,what zayne,POSITIVE,0.9949297308921814
Zayne in that leather jacket ugh sir please,zayne in that leather jacket ugh sir please,NEGATIVE,0.6920225024223328
MY TWO HUSBANDS,my two husbands,POSITIVE,0.9911327958106995
YESSSSS IM SO EXCITED,yesssss im so excited,POSITIVE,0.9987706542015076
I FEEL WELL FED AND THEY ARENT EVEN MY MAINS OMG,i feel well fed and they arent even my mains omg,POSITIVE,0.7853297591209412
Now this look awesome!,now this look awesome,POSITIVE,0.9998722076416016
RINALLY FIGHTIMG SCENE WITH MY MAIN ZAYNEEEEE????,rinally fightimg scene with my main zayneeeee,NEGATIVE,0.9658272862434387
Sylus using his evol to teleport himself onto the roof of a moving car had me pause and rewatch 3 times! Also what in the Stranger Things Upside Down and Shin Megami Tensei Persona Tartarus vibe's going on?,sylus using his evol to teleport himself onto the roof of a moving car had me pause and rewatch 3 times also what in the stranger things upside down and shin megami tensei persona tartarus vibes going on,NEGATIVE,0.9844067096710205
Zayne looking bad boy in that outfit 🤤🤤,zayne looking bad boy in that outfit drooling facedrooling face,NEGATIVE,0.9673678874969482
This looks awsome!!!! Please make love and deepspace pc available!!!! Please!!!,this looks awsome please make love and deepspace pc available please,POSITIVE,0.9886050224304199
Omg Zayne ❤,omg zayne red heart,POSITIVE,0.996392548084259
Its unhealthy how many times i rewatched this. THEY GAVE ZAYNE A GUN??? DADDDDY????? SYLUSSS SHOOTING THROUGH THE CAR ONTOP OF IT? RAWHHHHHHHHHHHHHHHHHHH RABID,its unhealthy how many times i rewatched this they gave zayne a gun daddddy sylusss shooting through the car ontop of it rawhhhhhhhhhhhhhhhhhhh rabid,NEGATIVE,0.9982191920280457
"I'M SO EXCITED FOR THIS NEW UPDATE!! 😭❤🔥❤🔥
SYLUS + ZAYNE i can't- 😭💕",im so excited for this new update loudly crying facered heartfirered heartfire sylus zayne i cant loudly crying facetwo hearts,POSITIVE,0.9929171800613403
Is this with the rerun? Oh boy then I need to be ready for downloading the update 🥹😂,is this with the rerun oh boy then i need to be ready for downloading the update face holding back tearsface with tears of joy,POSITIVE,0.9668501019477844
YESSS MY TOP 2 DADDIES❤,yesss my top 2 daddiesred heart,POSITIVE,0.9976876974105835
SNOWCROW GIRLIES RISE UP,snowcrow girlies rise up,POSITIVE,0.9986693859100342
"OMG I AM SO STOKED!
The long awaited Sylus story update AND Zayne? It must be my birthday! (It actually almost is) Best birthday present ever!",omg i am so stoked the long awaited sylus story update and zayne it must be my birthday it actually almost is best birthday present ever,POSITIVE,0.9993630051612854
